cpu,memory,disk,processes,label
1.2639112758491382,0.7792048982440097,0.0,-0.14073417915219344,1
0.6210789143683124,0.4295005375469846,0.0,-0.1890964400292359,1
0.8782118589606427,-0.30169948936497987,0.0,-0.1890964400292359,1
0.3382326753167505,-0.3652821004008039,0.0,-0.1890964400292359,1
0.646792208827544,-0.7149864610978335,0.0,-0.1890964400292359,1
0.723932092205246,-0.778569072133653,0.0,-0.1890964400292359,1
0.723932092205246,-0.9057342942053009,0.0,-0.1890964400292359,1
0.1325263196428833,-1.1282734328306827,0.0,-0.1890964400292359,1
-0.20174650832714539,-1.0646908217948587,0.0,-0.1890964400292359,1
-1.950250531554991,-1.446186488009798,0.0,-0.1890964400292359,1
-0.9731453421041364,-1.4779777935277076,0.0,-0.1890964400292359,1
-2.490229715198883,-1.31902126593815,0.0,-0.1890964400292359,1
1.2639112758491382,3.2271354231231992,0.0,3.1962618213637373,-1
-0.5103060418379425,-1.255438654902326,0.0,-0.1890964400292359,1
-2.0531037093919244,-1.5733517100814414,0.0,-0.1890964400292359,1
-1.4102713479110986,-1.4779777935277076,0.0,-0.1890964400292359,1
-2.130243592769623,-1.255438654902326,0.0,-0.1890964400292359,1
-1.6931175869626607,-1.446186488009798,0.0,-0.1890964400292359,1
-2.7473626597912135,-1.31902126593815,0.0,-0.1890964400292359,1
-1.7959707647995942,-1.4779777935277076,0.0,-0.1890964400292359,1
-1.9759638260142225,-1.3508125714560644,0.0,-0.1890964400292359,1
-0.12460662494944702,-1.1918560438665067,0.0,-0.1890964400292359,1
-1.4102713479110986,-1.3826038769739741,0.0,-0.1890964400292359,1
-1.487411231288797,-1.1918560438665067,0.0,-0.1890964400292359,1
-0.9988586365633679,-1.446186488009798,0.0,-0.1890964400292359,1
-2.490229715198883,-1.255438654902326,0.0,-0.1890964400292359,1
-2.1816701816880895,-1.3826038769739741,0.0,-0.1890964400292359,1
-1.9245372370957594,-1.2872299604202404,0.0,-0.1890964400292359,1
-0.35602627508254214,-1.255438654902326,0.0,-0.1890964400292359,1
-0.33031298062331055,-1.31902126593815,0.0,-0.1890964400292359,1
-2.078817003851156,-1.1918560438665067,0.0,-0.1890964400292359,1
-1.6159777035849623,-1.3826038769739741,0.0,-0.1890964400292359,1
0.723932092205246,-1.0646908217948587,0.0,-0.16491530959071465,1
-0.40745286400100894,-0.3652821004008039,0.0,-0.16491530959071465,1
1.0582049201752748,-0.23811687832916043,0.0,-0.14073417915219344,1
-0.30459968616407535,0.14337878788577896,0.0,-0.14073417915219344,1
0.8782118589606427,0.5566657596186281,0.0,-0.14073417915219344,1
0.9296384478791095,0.20696139892160292,0.0,-0.14073417915219344,1
0.5182257365313788,0.04800487133204523,0.0,-0.14073417915219344,1
0.41537255869444883,-0.01557773970377875,0.0,-0.14073417915219344,1
0.7753586811237091,0.14337878788577896,0.0,-0.16491530959071465,1
1.135344803552973,0.4930831485828086,0.0,-0.16491530959071465,1
1.1096315090937414,0.5248744541007183,0.0,-0.16491530959071465,1
-0.17603321386791018,0.46129184306489435,0.0,-0.16491530959071465,1
0.029673141805953367,0.3977092320290704,0.0,-0.16491530959071465,1
0.723932092205246,0.3659179265111606,0.0,-0.16491530959071465,1
0.08109973072442016,0.3659179265111606,0.0,-0.16491530959071465,1
0.5696523254498456,0.3341266209932509,0.0,-0.16491530959071465,1
1.1610580980122047,0.2705440099574269,0.0,-0.16491530959071465,1
0.44108585315368043,0.30233531547533665,0.0,-0.16491530959071465,1
1.2124846869306714,0.1751700934036932,0.0,-0.16491530959071465,1
0.9810650367975763,-0.17453426729333646,0.0,-0.16491530959071465,1
1.2639112758491382,3.2271354231231992,0.0,2.374103386454015,-1
0.1325263196428833,-0.1427429617754222,0.0,-0.16491530959071465,1
0.7753586811237091,-0.07916035073960273,0.0,-0.16491530959071465,1
1.2639112758491382,3.2271354231231992,0.0,3.1237184300481733,-1
0.1325263196428833,-0.30169948936497987,0.0,-0.16491530959071465,1
-0.40745286400100894,-0.23811687832916043,0.0,-0.16491530959071465,1
-0.12460662494944702,-0.1427429617754222,0.0,-0.16491530959071465,1
1.006778331256808,-0.11095165625751247,0.0,-0.16491530959071465,1
0.08109973072442016,-0.1427429617754222,0.0,-0.16491530959071465,1
